iata,name,latitude,longitude,start_station_id,start_station_name,Date
0S7,Dorothy Scott,48.958965,-119.4119622,633,"Vereker Road, West Kensington",2018-01-08
0S9,Jefferson County International,48.04981361,-122.8012792,633,"Vereker Road, West Kensington",2017-08-14
0V2,Harriet Alexander,38.53916389,-106.0458483,633,"Vereker Road, West Kensington",2017-08-16
0V3,Pioneer Village,40.5149125,-98.94565083,633,"Vereker Road, West Kensington",2018-03-13
0V4,Brookneal/Campbell County,37.14172222,-79.01638889,633,"Vereker Road, West Kensington",2018-04-11
0V6,Mission Sioux,43.30694778,-100.6281936,633,"Vereker Road, West Kensington",2019-03-26
0V7,Kayenta,36.70972139,-110.2367978,633,"Vereker Road, West Kensington",2019-04-02
10C,Galt,42.40266472,-88.37588917,633,"Vereker Road, West Kensington",2019-05-16
10D,Winsted Municipal,44.94996278,-94.0669175,633,"Vereker Road, West Kensington",2019-08-06
10G,Holmes County,40.53716667,-81.95436111,633,"Vereker Road, West Kensington",2020-08-23
10N,Wallkill,41.62787111,-74.13375583,633,"Vereker Road, West Kensington",2019-04-26
10U,Owyhee,41.95323306,-116.1876014,633,"Vereker Road, West Kensington",2020-02-29
11A,Clayton Municipal,31.88329917,-85.48491361,633,"Vereker Road, West Kensington",2018-03-26
11D,Clarion Cty,41.22581222,-79.44098972,633,"Vereker Road, West Kensington",2018-07-09
11IS,Schaumburg Heliport,42.04808278,-88.05257194,633,"Vereker Road, West Kensington",2019-05-29
11J,Early County,31.39698611,-84.89525694,633,"Vereker Road, West Kensington",2020-04-14
11R,Brenham Municipal,30.219,-96.37427778,633,"Vereker Road, West Kensington",2018-07-05
12C,Rochelle Municipal,41.89300139,-89.07829,633,"Vereker Road, West Kensington",2017-10-01
12D,Tower Municipal,47.81833333,-92.29166667,633,"Vereker Road, West Kensington",2018-10-09
12J,Brewton Municipal,31.05126306,-87.06796833,633,"Vereker Road, West Kensington",2020-07-11
12K,Superior Municipal,40.04636111,-98.06011111,633,"Vereker Road, West Kensington",2017-08-11
12Y,Le Sueur Municipal,44.43746472,-93.91274083,633,"Vereker Road, West Kensington",2018-07-26
13C,Lakeview,43.45213722,-85.26480333,633,"Vereker Road, West Kensington",2019-07-29
13K,Eureka Municipal,37.8515825,-96.29169806,633,"Vereker Road, West Kensington",2020-08-15
13N,Trinca,40.96676444,-74.78016556,633,"Vereker Road, West Kensington",2019-06-20
14J,Carl Folsom,31.40988861,-86.08883583,633,"Vereker Road, West Kensington",2017-09-15
14M,Hollandale Municipal,33.18262167,-90.83065444,633,"Vereker Road, West Kensington",2018-12-05
14Y,Todd Field,45.89857556,-94.87391,633,"Vereker Road, West Kensington",2017-01-20
15F,Haskell Municipal,33.19155556,-99.71793056,633,"Vereker Road, West Kensington",2017-02-10
15J,Cook County,31.13780556,-83.45308333,633,"Vereker Road, West Kensington",2017-02-13
15M,Luka,34.7723125,-88.16587444,633,"Vereker Road, West Kensington",2017-03-09
15Z,McCarthy 2,61.43706083,-142.9037372,633,"Vereker Road, West Kensington",2017-09-19
16A,Nunapitchuk,60.90582833,-162.4391158,633,"Vereker Road, West Kensington",2017-11-20
16G,Seneca County,41.09405556,-83.2125,633,"Vereker Road, West Kensington",2018-05-02
16J,Dawson Municipal,31.74328472,-84.419285,633,"Vereker Road, West Kensington",2018-09-07
16S,Myrtle Creek Municipal,42.99845056,-123.3095092,633,"Vereker Road, West Kensington",2019-05-25
17G,Port Bucyrus-Crawford County,40.78141667,-82.97469444,633,"Vereker Road, West Kensington",2020-01-17
17J,Donalsonville Municipal,31.00694444,-84.87761111,633,"Vereker Road, West Kensington",2019-03-31
17K,Boise City,36.77430028,-102.5104364,633,"Vereker Road, West Kensington",2017-01-20
17M,Magee Municipal,31.86127139,-89.80285361,633,"Vereker Road, West Kensington",2017-03-29
17N,Cross Keys,39.70547583,-75.03300306,633,"Vereker Road, West Kensington",2017-08-24
17Z,Manokotak,58.98896583,-159.0499739,633,"Vereker Road, West Kensington",2017-09-29
18A,Franklin County,34.34010472,-83.13348333,633,"Vereker Road, West Kensington",2017-10-11
18I,McCreary County,36.69591306,-84.39160389,633,"Vereker Road, West Kensington",2018-01-05
19A,Jackson County,34.17402472,-83.56066528,633,"Vereker Road, West Kensington",2018-10-31
19M,C A Moore,33.12546111,-90.02555694,633,"Vereker Road, West Kensington",2019-04-01
19N,Camden,39.77842056,-74.94780389,633,"Vereker Road, West Kensington",2017-01-19
19P,Port Protection SPB,56.32880417,-133.6100844,633,"Vereker Road, West Kensington",2019-09-16
1A3,Martin Campbell,35.01619111,-84.34631083,633,"Vereker Road, West Kensington",2019-03-23
1A5,Macon County,35.222595,-83.41904389,633,"Vereker Road, West Kensington",2018-04-17
1A6,Middlesboro-Bell County,36.6106375,-83.73741611,633,"Vereker Road, West Kensington",2017-05-30
1A7,Jackson County,36.39728139,-85.64164278,633,"Vereker Road, West Kensington",2017-05-31
1A9,Autauga County,32.438775,-86.51044778,633,"Vereker Road, West Kensington",2018-11-29
1B0,Dexter Regional,45.00839444,-69.23976722,633,"Vereker Road, West Kensington",2019-03-24
1B1,Columbia Cty,42.29130028,-73.71031944,633,"Vereker Road, West Kensington",2020-01-12
1B3,Fair Haven,43.61534389,-73.27455556,633,"Vereker Road, West Kensington",2020-07-21
1B9,Mansfield Municipal,42.00013306,-71.19677139,633,"Vereker Road, West Kensington",2018-08-14
1C5,Clow,41.69597444,-88.12923056,633,"Vereker Road, West Kensington",2019-06-02
1D1,Milbank Municipal,45.23053806,-96.56596556,633,"Vereker Road, West Kensington",2017-03-01
1D2,Canton -Plymouth -  Mettetal,42.35003667,-83.45826833,633,"Vereker Road North, West Kensington",2017-01-13
1D3,Platte Municipal,43.40332833,-98.82952972,633,"Vereker Road, West Kensington",2019-12-03
1D6,Hector Municipal,44.73107278,-94.71471333,633,"Vereker Road, West Kensington",2017-10-20
1D7,Webster Municipal,45.29329111,-97.51369889,633,"Vereker Road, West Kensington",2020-05-13
1D8,Redfield Municipal,44.86247611,-98.52953972,633,"Vereker Road, West Kensington",2018-05-18
1F0,Downtown Ardmore,34.14698917,-97.12265194,633,"Vereker Road, West Kensington",2017-09-07
1F1,Lake Murray State Park,34.07509694,-97.10667917,633,"Vereker Road, West Kensington",2018-10-07
1F4,Madill Municipal,34.14040194,-96.81203222,633,"Vereker Road, West Kensington",2017-06-12
1F9,Bridgeport Municipal,33.17533333,-97.82838889,633,"Vereker Road, West Kensington",2017-07-04
1G0,Wood County,41.391,-83.63013889,633,"Vereker Road, West Kensington",2017-08-04
1G3,Kent State University,41.15186167,-81.41658306,633,"Vereker Road, West Kensington",2017-08-11
1G4,Grand Canyon West,35.99221,-113.8166164,633,"Vereker Road, West Kensington",2017-11-14
1G5,Freedom,41.13144444,-81.76491667,633,"Vereker Road, West Kensington",2018-03-31
1G6,Michael,43.18166667,-76.12777778,633,"Vereker Road, West Kensington",2018-10-01
1H0,Creve Coeur,38.72752,-90.50830417,633,"Vereker Road, West Kensington",2017-08-14
1H2,Effingham County Memorial,39.07045083,-88.53351972,633,"Vereker Road, West Kensington",2018-12-27
1H3,Linn State Tech. College,38.47149444,-91.81531667,633,"Vereker Road, West Kensington",2019-03-02
1H8,Casey Municipal,39.30250917,-88.00406194,633,"Vereker Road, West Kensington",2019-04-22
1I5,Freehold,42.36425,-74.06596806,633,"Vereker Road, West Kensington",2020-02-23
1I9,Delphi Municipal,40.54281417,-86.68167194,633,"Vereker Road, West Kensington",2019-02-06
1J0,Tri-County,30.84577778,-85.60138889,633,"Vereker Road, West Kensington",2017-07-22
1K2,Lindsay Municipal,34.85007333,-97.58642028,633,"Vereker Road, West Kensington",2017-10-13
1K4,David J. Perry,35.1550675,-97.47039389,633,"Vereker Road, West Kensington",2018-09-28
1K5,Waynoka Municipal,36.56670028,-98.85231333,633,"Vereker Road, West Kensington",2019-09-17
1K9,Satanta Municipal,37.45419111,-100.9921119,633,"Vereker Road, West Kensington",2020-04-12
1L0,St. John the Baptist Parish,30.08720833,-90.58266528,633,"Vereker Road, West Kensington",2020-06-05
1L1,Lincoln Co,37.78746444,-114.4216567,633,"Vereker Road, West Kensington",2020-06-12
1L7,Escalante Municipal,37.74532639,-111.5701653,633,"Vereker Road, West Kensington",2020-06-15
1L9,Parowan,37.85969694,-112.816055,633,"Vereker Road, West Kensington",2020-03-26
1M1,North Little Rock Municipal,34.83398056,-92.25792778,633,"Vereker Road, West Kensington",2018-05-08
1M2,Belzoni Municipal,33.14518056,-90.51528472,633,"Vereker Road, West Kensington",2020-03-05
1M4,Posey,34.28034806,-87.60044139,633,"Vereker Road, West Kensington",2020-05-24
1M5,Portland Municipal,36.59287528,-86.47691028,633,"Vereker Road, West Kensington",2018-06-15
1M7,Fulton,36.52589417,-88.91561611,633,"Vereker Road, West Kensington",2019-03-12
1MO,Mountain Grove Memorial,37.12071889,-92.311245,633,"Vereker Road, West Kensington",2020-08-05
1N2,Spadaro,40.82787639,-72.74871083,633,"Vereker Road, West Kensington",2018-10-31
1N4,Woodbine Muni,39.21915,-74.794765,633,"Vereker Road, West Kensington",2018-08-30
1N7,Blairstown,40.97114556,-74.99747556,633,"Vereker Road, West Kensington",2019-01-23
1N9,Allentown Queen City Muni,40.57027778,-75.48830556,633,"Vereker Road North, West Kensington",2016-12-30
1ND3,Hamry,46.6485775,-97.00564306,633,"Vereker Road, West Kensington",2017-08-23
1O1,Grandfield Municipal,34.23758944,-98.74200917,633,"Vereker Road, West Kensington",2017-10-20
1O2,Lampson,38.99017472,-122.8997175,633,"Vereker Road, West Kensington",2018-08-16
1O3,Lodi,38.20241667,-121.2684167,633,"Vereker Road, West Kensington",2019-08-13
1O4,Thomas Municipal,35.73338222,-98.73063833,633,"Vereker Road, West Kensington",2020-01-25
1O6,Dunsmuir Municipal-Mott,41.26320889,-122.2719528,633,"Vereker Road, West Kensington",2019-02-10
1R1,Jena,31.671005,-92.15846722,633,"Vereker Road, West Kensington",2019-04-17
1R7,Brookhaven-Lincoln County,31.6058475,-90.40931583,633,"Vereker Road, West Kensington",2017-01-21
1R8,Bay Minette Municipal,30.87046278,-87.81738167,633,"Vereker Road, West Kensington",2018-12-21
1S0,Pierce County,47.10391667,-122.2871944,633,"Vereker Road, West Kensington",2020-02-23
1S3,Tillitt,46.27110639,-106.6239206,633,"Vereker Road, West Kensington",2020-06-28
1S5,Sunnyside Municipal,46.32763139,-119.9705964,633,"Vereker Road, West Kensington",2018-06-14
1S6,Priest River Muni,48.19018611,-116.9093644,633,"Vereker Road, West Kensington",2020-02-13
1U7,Bear Lake County,42.24714972,-111.33826,633,"Vereker Road, West Kensington",2020-07-04
1V0,Navajo State Park,36.80833833,-107.6514444,633,"Vereker Road, West Kensington",2020-07-30
1V2,Grant County,42.00942944,-101.7693439,633,"Vereker Road, West Kensington",2018-06-04
1V5,Boulder Muni,40.03942972,-105.2258217,633,"Vereker Road, West Kensington",2020-06-19
1V6,Fremont County,38.42838111,-105.1054994,633,"Vereker Road, West Kensington",2017-04-04
1V9,Blake,38.78539722,-108.0636611,633,"Vereker Road, West Kensington",2019-05-02
20A,Robbins,33.97231972,-86.37942722,633,"Vereker Road, West Kensington",2018-07-05
20M,Macon Municipal,33.13345889,-88.53559806,633,"Vereker Road, West Kensington",2018-03-06
20N,Kingston-Ulster,41.9852525,-73.96409722,633,"Vereker Road, West Kensington",2020-02-05
20U,Beach,46.92362444,-103.9785389,633,"Vereker Road, West Kensington",2019-11-26
20V,McElroy Airfield,40.05367972,-106.3689467,633,"Vereker Road, West Kensington",2019-12-02
21D,Lake Elmo,44.99748861,-92.85568111,633,"Vereker Road, West Kensington",2020-03-30
21F,Jacksboro Municipal,33.228725,-98.14671083,633,"Vereker Road, West Kensington",2018-06-22
22B,Mountain Meadow Airstrip,41.77287528,-73.01121667,633,"Vereker Road, West Kensington",2017-12-06
22I,Vinton County,39.328125,-82.44182167,633,"Vereker Road, West Kensington",2018-03-17
22M,Pontotoc County,34.27593833,-89.03839694,633,"Vereker Road, West Kensington",2018-07-03
22N,Carbon Cty-Jake Arner Memorial,40.80950889,-75.76149639,633,"Vereker Road, West Kensington",2018-07-24
23J,Herlong,30.27778889,-81.80594722,633,"Vereker Road, West Kensington",2019-03-08
23M,Clarke County,32.08487111,-88.73893389,633,"Vereker Road, West Kensington",2019-06-18
23N,Bayport Aerodrome,40.75843139,-73.05372083,633,"Vereker Road, West Kensington",2019-07-23
23R,Devine Municipal,29.1384075,-98.94189028,633,"Vereker Road, West Kensington",2019-09-04
24A,Jackson County,35.3168625,-83.20936806,633,"Vereker Road, West Kensington",2019-10-18
24J,Suwannee County,30.30105583,-83.02318778,633,"Vereker Road, West Kensington",2020-02-17
24N,Jicarilla Apache Nation,36.828535,-106.8841914,633,"Vereker Road, West Kensington",2020-05-29
25J,Cuthbert-Randolph,31.70016583,-84.82492194,633,"Vereker Road, West Kensington",2019-06-17
25M,Ripley,34.72226778,-89.01504944,633,"Vereker Road, West Kensington",2019-02-09
25R,International,26.44201083,-98.12945306,633,"Vereker Road, West Kensington",2019-04-23
26A,Ashland/Lineville,33.28761417,-85.80412861,633,"Vereker Road, West Kensington",2019-07-03
26N,Ocean City Muni cipal,39.26347222,-74.60747222,633,"Vereker Road, West Kensington",2019-03-30
26R,Jackson County,29.00101,-96.58194667,633,"Vereker Road, West Kensington",2017-06-26
26U,McDermitt State,42.00211083,-117.7231972,633,"Vereker Road, West Kensington",2017-02-11
27A,Elbert County-Patz,34.09519722,-82.81586417,633,"Vereker Road, West Kensington",2018-05-27
27D,Myers,44.72801889,-96.26309972,633,"Vereker Road, West Kensington",2018-09-07
27J,Newberry Municipal,34.30927778,-81.63972222,633,"Vereker Road, West Kensington",2018-10-24
27K,Georgetown-Scott County,38.23442528,-84.43468667,633,"Vereker Road, West Kensington",2019-07-01
28J,Kay Larkin,29.65863889,-81.68855556,633,"Vereker Road, West Kensington",2019-08-22
29D,Grove City,41.14597611,-80.16592194,633,"Vereker Road, West Kensington",2019-11-19
29G,Portage County,41.210195,-81.25163083,633,"Vereker Road, West Kensington",2020-01-11
29S,Gardiner,45.04993556,-110.7466008,633,"Vereker Road, West Kensington",2020-04-04
2A0,Mark Anton,35.48624611,-84.93109722,633,"Vereker Road, West Kensington",2020-05-19
2A1,Jamestown Municipal,36.34970833,-84.94664472,633,"Vereker Road, West Kensington",2018-05-31
2A3,Larsen Bay,57.53510667,-153.9784169,633,"Vereker Road, West Kensington",2020-06-02
2A9,Kotlik,63.03116111,-163.5299278,633,"Vereker Road, West Kensington",2019-04-13
2AK,Lime Village,61.35848528,-155.4403508,633,"Vereker Road, West Kensington",2017-10-08
2B3,Parlin,43.38812944,-72.18925417,633,"Vereker Road, West Kensington",2018-07-22
2B7,Pittsfield Municipal,44.76852778,-69.37441667,633,"Vereker Road, West Kensington",2019-04-07
2B9,Post Mills,43.884235,-72.25370333,633,"Vereker Road, West Kensington",2020-04-09
2D1,Barber,40.97089139,-81.09981889,633,"Vereker Road, West Kensington",2020-05-21
2D5,Oakes Municipal,46.17301972,-98.07987556,633,"Vereker Road North, West Kensington",2017-01-04
2F5,Lamesa Municipal,32.75627778,-101.9194722,633,"Vereker Road, West Kensington",2017-04-24
2F6,Skiatook Municipal,36.357035,-96.01138556,633,"Vereker Road, West Kensington",2017-05-31
2F7,Commerce Municipal,33.29288889,-95.89641806,633,"Vereker Road, West Kensington",2017-06-20
2F8,Morehouse Memorial,32.75607944,-91.88057194,633,"Vereker Road, West Kensington",2018-06-02
2G2,Jefferson County Airpark,40.35944306,-80.70007806,633,"Vereker Road, West Kensington",2018-09-02
2G3,Connellsville,39.95893667,-79.65713306,633,"Vereker Road, West Kensington",2018-09-25
2G4,Garrett County,39.58027778,-79.33941667,633,"Vereker Road, West Kensington",2019-05-21
2G9,Somerset County,40.03911111,-79.01455556,633,"Vereker Road, West Kensington",2019-07-06
2H0,Shelby County,39.41042861,-88.8454325,633,"Vereker Road, West Kensington",2019-01-03
2H2,Aurora Memorial Municipal,36.96230778,-93.69531111,633,"Vereker Road, West Kensington",2019-05-08
2I0,Madisonville Municipal,37.35502778,-87.39963889,633,"Vereker Road, West Kensington",2019-06-19
2I5,Chanute,40.29355556,-88.14236111,633,"Vereker Road, West Kensington",2020-07-17
2IS,Airglades,26.74200972,-81.04978917,633,"Vereker Road, West Kensington",2020-01-03
2J2,Liberty County,31.78461111,-81.64116667,633,"Vereker Road, West Kensington",2018-07-14
2J3,Louisville Municipal,32.98654083,-82.38568139,633,"Vereker Road, West Kensington",2019-02-08
2J5,Millen,32.89376972,-81.96511583,633,"Vereker Road, West Kensington",2017-07-18
2J9,Quincy Municipal,30.59786111,-84.55741667,633,"Vereker Road, West Kensington",2017-10-07
2K3,Stanton County Municipal,37.58271111,-101.73281,633,"Vereker Road, West Kensington",2020-05-02
2K4,Scott,34.89172583,-99.52675667,633,"Vereker Road North, West Kensington",2017-01-11
2K5,Telida,63.39387278,-153.2689733,633,"Vereker Road, West Kensington",2019-05-19
2M0,Princeton-Caldwell County,37.11560444,-87.85556944,633,"Vereker Road, West Kensington",2020-03-24
2M2,Lawrenceburg Municipal,35.2343025,-87.25793222,633,"Vereker Road, West Kensington",2020-06-20
2M3,Sallisaw Municipal,35.43816667,-94.80277778,633,"Vereker Road, West Kensington",2020-08-06
2M4,G. V. Montgomery,32.35347778,-89.48867944,633,"Vereker Road, West Kensington",2020-08-07
2M8,Charles W. Baker,35.27897583,-89.93147611,633,"Vereker Road, West Kensington",2017-02-21
2O1,Gansner,39.94378056,-120.9468983,633,"Vereker Road, West Kensington",2017-10-17
2O3,Angwin-Parrett,38.57851778,-122.4352572,633,"Vereker Road, West Kensington",2020-06-25
2O6,Chowchilla,37.11244417,-120.2468406,633,"Vereker Road, West Kensington",2019-06-22
2O7,Independence,36.81382111,-118.2050956,633,"Vereker Road, West Kensington",2017-07-18
2O8,Hinton Municipal,35.50592472,-98.34236111,633,"Vereker Road, West Kensington",2017-02-21
2P2,Washington Island,45.38620833,-86.92448056,633,"Vereker Road, West Kensington",2019-05-13
2Q3,Yolo Co-Davis/Woodland/Winters,38.5790725,-121.8566322,633,"Vereker Road, West Kensington",2019-06-04
2R0,Waynesboro Municipal,31.64599472,-88.63475667,633,"Vereker Road, West Kensington",2018-04-05
2R4,Peter Prince,30.63762083,-86.99365278,633,"Vereker Road, West Kensington",2020-04-14
2R5,St Elmo,30.50190833,-88.27511667,633,"Vereker Road, West Kensington",2017-07-31
2R9,Karnes County,28.8250075,-97.86558333,633,"Vereker Road, West Kensington",2019-05-02
2S1,Vashon Municipal,47.45815333,-122.4773506,633,"Vereker Road, West Kensington",2020-05-22
2S6,Sportsman Airpark,45.29567333,-122.9553783,633,"Vereker Road, West Kensington",2020-04-27
2S7,Chiloquin State,42.58319167,-121.8761261,633,"Vereker Road, West Kensington",2017-03-07
2S8,Wilbur,47.75320639,-118.7438936,633,"Vereker Road, West Kensington",2017-05-23
2T1,Muleshoe Municipal,34.18513639,-102.6410981,633,"Vereker Road, West Kensington",2017-06-09
2V1,Stevens,37.277505,-107.0558742,633,"Vereker Road, West Kensington",2018-06-01
2V2,Vance Brand,40.16367139,-105.1630369,633,"Vereker Road, West Kensington",2018-09-07
2V5,Wray Municipal,40.10032333,-102.24096,633,"Vereker Road, West Kensington",2019-01-23
2V6,Yuma Municipal,40.10415306,-102.7129869,633,"Vereker Road, West Kensington",2018-11-12
2W5,Maryland,38.60053667,-77.07296917,633,"Vereker Road North, West Kensington",2017-01-16
2W6,Captain Walter Francis Duke Regional,38.31536111,-76.55011111,633,"Vereker Road, West Kensington",2018-11-27
2Y3,Yakutat SPB,59.5624775,-139.7410994,633,"Vereker Road, West Kensington",2019-04-11
